mlbam_id,name,team,bats,elig,owner,games,week_pts,avg_mult,base_rate,pa_g,woba_30,pa_30,rank
691026,Masyn Winn,St. Louis Cardinals,R,SS,FA,6,20.7,1.022,0.927,3.64,0.30674999999999997,40.0,222
608348,Carson Kelly,Chicago Cubs,R,C,FA,6,20.6,1.001,0.975,3.52,0.3246753246753247,77.0,223
664728,Kyle Isbel,Kansas City Royals,L,OF,FA,6,20.6,1.083,0.924,3.43,0.2410126582278481,80.0,224
690976,Alex Freeland,Los Angeles Dodgers,S,2B,FA,7,20.6,1.133,0.929,2.8,0.3537837837837838,37.0,225
572233,Christian Walker,Houston Astros,R,1B,FA,6,20.5,0.939,0.938,3.88,0.21136842105263157,95.0,226
656716,Zach McKinstry,Detroit Tigers,L,2B/SS/OF,FA,7,20.5,0.952,0.915,3.37,0.21351351351351353,74.0,227
702332,Caleb Durbin,Boston Red Sox,R,3B,GK,6,20.5,0.924,0.948,3.89,0.31333333333333335,102.0,228
686611,Dylan Crews,Washington Nationals,R,OF,FA,5,20.4,1.058,0.965,3.99,0.3093939393939394,99.0,229
663457,Lars Nootbaar,Arizona Diamondbacks,L,OF,FA,6,20.4,1.108,0.964,3.19,0.41358208955223874,69.0,230
663586,Austin Riley,Atlanta Braves,R,3B,CH,6,20.4,0.948,0.937,3.83,0.26485148514851486,102.0,231
668939,Adley Rutschman,Boston Red Sox,S,C,BAMBI,6,20.4,0.87,0.985,3.95,0.30521739130434783,69.0,232
677587,Brayan Rocchio,Cleveland Guardians,S,SS,CJF,6,20.4,0.948,0.948,3.78,0.28337078651685393,90.0,233
802415,Chandler Simpson,Tampa Bay Rays,L,OF,BAMBI,6,20.4,0.839,0.984,4.12,0.29045871559633024,112.0,234
666018,Jonathan Aranda,Tampa Bay Rays,L,1B,BAMBI,6,20.3,0.836,0.964,4.21,0.3424074074074074,108.0,235
620443,Luis Torrens,New York Mets,R,C,FA,7,20.2,1.024,0.979,2.88,0.3925714285714285,36.0,236
666152,David Hamilton,Milwaukee Brewers,L,3B/SS,FA,6,20.2,1.08,0.968,3.22,0.29950819672131146,61.0,237
686555,Isaac Collins,Kansas City Royals,S,OF,FA,6,20.2,1.045,0.933,3.44,0.268875,81.0,238
624431,Jose Trevino,Cincinnati Reds,R,C,FA,7,20.1,0.981,0.942,3.11,0.14333333333333334,45.0,239
691777,Max Muncy,Athletics,R,3B,Dpf,6,20.0,1.0,0.946,3.53,0.3451351351351351,74.0,240
640902,Jhonny Pereda,Seattle Mariners,R,C,FA,6,20.0,1.174,0.967,2.93,0.47777777777777775,18.0,241
679845,Nick Loftin,Kansas City Royals,R,2B/3B,FA,6,19.9,0.946,0.927,3.78,0.28543478260869565,92.0,242
813841,Jonah Cox,San Francisco Giants,R,OF,FA,6,19.9,1.043,0.986,3.22,0.3237777777777778,93.0,243
681508,Mickey Gasper,Boston Red Sox,S,UT,CS,6,19.8,0.936,0.98,3.59,0.5141860465116279,86.0,244
669394,Jake Burger,Texas Rangers,R,1B,CJF,6,19.7,0.871,0.963,3.91,0.3239175257731959,97.0,245
701358,Cam Smith,Houston Astros,R,OF,FA,6,19.6,0.994,0.973,3.37,0.2607317073170732,82.0,246
672724,Oswald Peraza,Los Angeles Angels,R,2B/3B,FA,7,19.6,1.016,0.937,2.93,0.26349999999999996,40.0,247
804668,Rafael Flores Jr.,Pittsburgh Pirates,R,C,FA,6,19.6,0.938,0.98,3.55,0.31734939759036146,84.0,248
687401,Joey Ortiz,Milwaukee Brewers,R,3B/SS,FA,6,19.5,1.067,0.948,3.21,0.4031645569620253,79.0,249
669720,Austin Hays,San Diego Padres,R,OF,FA,7,19.4,1.123,0.959,2.58,0.3413157894736842,38.0,250
676609,José Caballero,New York Yankees,R,2B/3B/SS/OF,FA,6,19.4,1.071,0.982,3.08,0.24191780821917808,74.0,251
694197,Angel Genao,Cleveland Guardians,S,2B,FA,6,19.3,0.946,0.949,3.59,0.23837209302325582,86.0,252
543510,James McCann,Arizona Diamondbacks,R,C,FA,6,19.3,1.146,0.971,2.89,0.25942857142857145,35.0,253
680776,Jarren Duran,Boston Red Sox,L,OF,CH,6,19.3,0.884,0.968,3.75,0.2812941176470588,86.0,254
676356,Jonny DeLuca,Tampa Bay Rays,R,OF,FA,6,19.3,1.008,0.979,3.26,0.2847297297297297,75.0,255
701675,Nathan Church,St. Louis Cardinals,L,OF,FA,6,19.2,1.035,0.956,3.24,0.34555555555555556,90.0,256
665877,José Fermín,St. Louis Cardinals,R,3B/OF,FA,6,19.1,0.982,0.939,3.44,0.26865168539325845,89.0,257
663993,Nathaniel Lowe,Cleveland Guardians,L,1B,FA,6,19.0,0.887,0.964,3.7,0.26789473684210524,95.0,258
502671,Paul Goldschmidt,New York Yankees,R,1B,FA,6,19.0,1.03,0.964,3.2,0.3735294117647059,34.0,259
545121,Ildemaro Vargas,Arizona Diamondbacks,S,1B/2B,FA,6,19.0,0.872,0.944,3.83,0.20307692307692307,91.0,260
695720,Tommy White,Athletics,R,1B/3B,FA,6,19.0,0.945,0.937,3.58,0.23166666666666666,66.0,261
694212,Samuel Basallo,Baltimore Orioles,L,C,GK,6,19.0,0.954,0.973,3.41,0.2152857142857143,70.0,262
676391,Ernie Clement,Toronto Blue Jays,R,2B/SS,CS,6,19.0,0.914,0.909,3.82,0.21702127659574466,94.0,263
661531,Brian Serven,Athletics,R,C,FA,6,18.9,0.999,0.975,3.23,0.3175609756097561,41.0,264
665926,Andrés Giménez,Toronto Blue Jays,L,SS,Dan,6,18.8,0.934,0.949,3.53,0.2841333333333333,75.0,265
668901,Mark Vientos,New York Mets,R,1B,FA,7,18.8,0.939,0.947,3.01,0.42588235294117643,17.0,266
690993,Colt Keith,Detroit Tigers,L,3B,FA,7,18.8,0.953,0.964,2.92,0.26952380952380955,63.0,267
683748,Victor Mesa Jr.,Tampa Bay Rays,L,OF,FA,6,18.7,0.929,1.0,3.36,0.5135416666666667,48.0,268
595879,Javier Báez,Detroit Tigers,R,SS/OF,FA,7,18.7,0.956,0.933,3.0,0.20181818181818184,44.0,269
691783,Jordan Lawlar,Arizona Diamondbacks,R,OF,BAMBI,6,18.7,1.075,0.97,2.99,0.33391304347826084,70.0,270
678545,Osleivis Basabe,San Francisco Giants,R,2B,FA,6,18.7,0.998,0.946,3.3,0.21864864864864864,75.0,271
669224,Austin Wells,New York Yankees,L,C,FA,6,18.6,1.048,0.931,3.18,0.29048192771084336,83.0,272
694388,Joey Loperfido,Houston Astros,L,OF,FA,6,18.5,1.05,0.953,3.08,,,273
642708,Amed Rosario,New York Yankees,R,3B,FA,6,18.4,1.149,0.954,2.8,0.28354838709677416,31.0,274
571771,Enrique Hernández,Los Angeles Dodgers,R,3B,FA,7,18.3,1.13,0.96,2.41,0.3053061224489796,49.0,275
672275,Patrick Bailey,Cleveland Guardians,S,C,FA,6,18.3,1.038,0.966,3.05,0.3714285714285714,64.0,276
642215,Weston Wilson,Seattle Mariners,R,3B,FA,6,18.2,1.149,0.951,2.78,0.2712,50.0,277
691781,Brady House,Washington Nationals,R,3B,FA,5,18.2,1.041,0.959,3.65,0.3079268292682927,82.0,278
660688,Keibert Ruiz,Washington Nationals,S,C,FA,5,18.0,1.086,0.989,3.36,0.4386792452830189,53.0,279
666624,Christopher Morel,New York Mets,R,1B,FA,7,18.0,1.07,0.936,2.56,0.3037037037037037,27.0,280
669357,Nolan Gorman,St. Louis Cardinals,L,3B,FA,6,17.9,0.971,0.92,3.33,0.22929824561403508,57.0,281
682663,Agustín Ramírez,Miami Marlins,R,C,FA,6,17.9,1.016,0.944,3.11,0.271875,64.0,282
622268,Donovan Walton,Athletics,L,2B,FA,6,17.5,0.919,0.969,3.27,0.3852439024390244,82.0,283
657136,Connor Wong,Boston Red Sox,R,C,FA,6,17.5,0.881,0.949,3.49,0.18578947368421053,38.0,284
663647,Ke'Bryan Hayes,Cincinnati Reds,R,3B,FA,7,17.4,1.024,0.915,2.65,0.1658974358974359,39.0,285
665750,Leody Taveras,Baltimore Orioles,S,OF,FA,6,17.4,0.95,0.936,3.27,0.2136144578313253,83.0,286
624424,Michael Conforto,Chicago Cubs,L,OF,FA,6,17.4,1.078,0.975,2.75,0.38746031746031745,64.0,287
700337,Edgar Quero,Chicago White Sox,S,C,FA,7,17.4,0.972,0.931,2.75,0.29999999999999993,7.0,288
669701,Josh Smith,Toronto Blue Jays,L,2B,FA,6,17.4,1.047,0.942,2.95,0.4605555555555555,37.0,289
683734,Andrew Vaughn,Milwaukee Brewers,R,1B,FA,6,17.3,0.976,0.964,3.06,0.3946666666666667,60.0,290
690924,Braxton Fulford,Colorado Rockies,R,UT,FA,7,17.3,1.267,0.959,2.03,0.19624999999999998,8.0,291
595978,Austin Hedges,Cleveland Guardians,R,C,FA,6,17.2,0.967,0.936,3.16,0.27549999999999997,40.0,292
691788,Joe Mack,Miami Marlins,L,C,FA,6,17.1,0.958,0.977,3.05,0.2365151515151515,66.0,293
663494,Bryan Torres,St. Louis Cardinals,L,OF,FA,6,17.1,1.008,0.954,2.96,0.3249090909090909,55.0,294
666310,Bo Naylor,Milwaukee Brewers,L,C,FA,6,17.1,1.04,0.93,2.94,0.22,4.0,295
665804,Miguel Amaya,Chicago Cubs,R,C,FA,6,17.0,1.005,0.953,2.97,0.313030303030303,35.0,296
702222,Justin Crawford,Philadelphia Phillies,L,OF,FA,6,17.0,1.029,0.953,2.88,0.2990769230769231,67.0,297
694376,Shay Whitcomb,San Francisco Giants,R,3B,FA,6,17.0,1.043,0.94,2.89,0.2428358208955224,69.0,298
680779,Henry Davis,Pittsburgh Pirates,R,C,FA,6,16.8,1.014,0.954,2.89,0.25838709677419347,33.0,299
621438,Tyrone Taylor,Chicago Cubs,R,OF,FA,6,16.8,1.044,0.986,2.71,0.46304347826086956,46.0,300
642350,Jose Siri,Los Angeles Angels,R,OF,FA,7,16.6,0.976,0.977,2.5,0.21428571428571427,65.0,301
656976,Pavin Smith,Arizona Diamondbacks,L,1B,FA,6,16.5,1.039,0.931,2.85,0.355,6.0,302
596142,Gary Sánchez,Milwaukee Brewers,R,C,FA,6,16.5,0.939,0.971,3.02,0.23999999999999996,38.0,303
668670,Jake Rogers,Chicago White Sox,R,C,FA,7,16.5,0.966,0.953,2.56,0.23236842105263153,38.0,304
669016,Brandon Marsh,Philadelphia Phillies,L,OF,Dpf,6,16.5,0.953,0.97,2.98,0.2025757575757576,67.0,305
681297,Colton Cowser,Baltimore Orioles,L,OF,FA,6,16.4,0.994,0.965,2.86,0.26835616438356164,73.0,306
689414,Liam Hicks,Tampa Bay Rays,L,C/1B,MMM,6,16.4,0.803,0.976,3.48,0.32333333333333336,72.0,307
665953,Andrés Chaparro,Washington Nationals,R,1B,FA,5,16.3,1.064,0.976,3.14,0.4036486486486487,74.0,308
518595,Travis d'Arnaud,Los Angeles Angels,R,C,FA,7,16.3,1.012,0.955,2.41,0.20695652173913043,23.0,309
641857,Ryan McMahon,New York Yankees,L,3B,FA,6,16.2,0.983,0.931,2.96,0.23820512820512818,39.0,310
543877,Christian Vázquez,Houston Astros,R,C,FA,6,16.2,0.996,0.936,2.9,0.2023333333333333,30.0,311
688363,Graham Pauley,Miami Marlins,L,3B,FA,6,16.2,1.053,0.943,2.71,0.4703571428571428,28.0,312
696285,Jacob Young,Washington Nationals,R,OF,FA,5,16.2,1.019,0.984,3.23,0.27875,73.0,313
641584,Jake Fraley,Tampa Bay Rays,L,OF,FA,6,16.1,0.868,0.961,3.21,,,314
655316,Andruw Monasterio,Boston Red Sox,R,2B/SS,FA,6,16.1,0.84,0.941,3.39,0.1409090909090909,55.0,315
669743,Alex Call,Los Angeles Dodgers,R,OF,FA,7,16.1,1.098,0.941,2.22,0.26696969696969697,33.0,316
687551,Drew Gilbert,San Francisco Giants,L,OF,FA,6,16.1,0.934,0.948,3.04,0.29618421052631577,76.0,317
623168,Tyler Heineman,Los Angeles Angels,S,C,FA,7,16.1,1.017,0.937,2.41,0.1483783783783784,40.0,318
668723,Ryan Vilade,Tampa Bay Rays,R,OF,FA,6,16.0,1.035,0.981,2.63,0.34461538461538466,40.0,319
643376,Danny Jansen,Texas Rangers,R,C,FA,6,16.0,0.894,0.94,3.17,0.341063829787234,49.0,320
695670,Harry Ford,Washington Nationals,R,C,FA,5,15.9,1.014,0.972,3.22,0.26104166666666667,48.0,321
680700,Richie Palacios,Tampa Bay Rays,L,2B,FA,6,15.9,0.834,0.966,3.29,0.30319444444444443,73.0,322
663743,Nick Fortes,Tampa Bay Rays,R,C,FA,6,15.9,1.012,0.946,2.78,0.2711111111111111,28.0,323
641680,Jonah Heim,Athletics,S,C,GK,6,15.9,0.754,0.946,3.73,0.22153846153846155,78.0,324
545341,Randal Grichuk,Chicago White Sox,R,OF,FA,7,15.8,0.994,0.988,2.3,0.42392156862745095,51.0,325
656775,Cedric Mullins,Tampa Bay Rays,L,OF,FA,6,15.8,0.827,0.941,3.37,0.23616438356164382,74.0,326
666126,Carlos Cortes,Athletics,L,OF,FA,6,15.8,0.85,0.948,3.27,0.26175,80.0,327
573262,Mike Yastrzemski,Atlanta Braves,L,OF,FA,6,15.8,0.978,0.942,2.85,0.2903076923076923,65.0,328
622761,Jorge Mateo,Tampa Bay Rays,R,SS,FA,6,15.7,0.966,0.987,2.74,0.17779661016949155,60.0,329
669236,Jeremiah Jackson,Baltimore Orioles,R,2B,FA,6,15.6,1.003,0.942,2.74,0.26125,16.0,330
624641,Edmundo Sosa,Philadelphia Phillies,R,OF,FA,6,15.5,1.028,0.972,2.58,0.4328125,32.0,331
701162,Ben Malgeri,Detroit Tigers,R,OF,FA,7,15.5,0.989,0.972,2.31,0.2486,50.0,332
701852,Drew Cavanaugh,San Francisco Giants,L,C,FA,6,15.5,0.954,0.955,2.84,0.260983606557377,62.0,333
668942,Josh Rojas,Kansas City Royals,L,3B,FA,6,15.2,1.065,0.941,2.52,0.35782608695652174,24.0,334
801126,Brock Rodden,Seattle Mariners,S,SS,FA,6,15.2,1.156,0.948,2.31,0.2526923076923077,52.0,335
678391,Jorbit Vivas,Washington Nationals,L,2B/3B,FA,5,15.1,1.038,0.918,3.17,0.30985915492957744,72.0,336
691002,Yohandy Morales,Washington Nationals,R,1B,GK,5,15.0,1.046,0.973,2.94,0.37899999999999995,30.0,337
675961,Alika Williams,Athletics,R,2B/SS,FA,6,15.0,0.931,0.928,2.9,0.31206349206349204,64.0,338
687529,Grant McCray,San Francisco Giants,L,OF,FA,6,15.0,1.004,0.961,2.59,0.30666666666666664,37.0,339
694673,Abimelec Ortiz,Washington Nationals,L,1B,FA,5,15.0,0.963,0.956,3.27,0.18974358974358976,79.0,340
500743,Miguel Rojas,Los Angeles Dodgers,R,2B/SS,FA,7,14.9,1.049,0.942,2.15,0.19648648648648648,37.0,341
694497,Evan Carter,Texas Rangers,L,OF,FA,6,14.8,0.879,0.939,2.99,0.23464788732394368,72.0,342
678218,Brandon Valenzuela,Toronto Blue Jays,S,C,FA,6,14.8,0.929,0.96,2.77,0.2264516129032258,31.0,343
665923,Esteury Ruiz,Miami Marlins,R,OF,FA,6,14.7,0.954,1.019,2.51,0.18943396226415093,53.0,344
807727,Charles McAdoo,Toronto Blue Jays,R,2B,FA,6,14.7,0.928,0.955,2.75,0.25545454545454543,44.0,345
694378,Jacob Gonzalez,Pittsburgh Pirates,L,1B/SS,FA,6,14.6,1.03,0.947,2.5,0.21959183673469387,49.0,346
669707,Jared Triolo,Pittsburgh Pirates,R,3B/SS,FA,6,14.6,0.938,0.938,2.77,0.26107692307692304,66.0,347
673490,Ha-Seong Kim,Atlanta Braves,R,SS,FA,6,14.5,0.928,0.92,2.82,0.29425,40.0,348
670770,TJ Friedl,Cincinnati Reds,L,OF,FA,7,14.5,1.132,0.902,2.03,0.2611538461538462,26.0,349
643396,Isiah Kiner-Falefa,Boston Red Sox,R,2B,FA,6,14.3,0.918,0.973,2.67,0.2891304347826087,23.0,350
660821,Jesús Sánchez,Toronto Blue Jays,L,OF,FA,6,14.2,0.958,0.951,2.59,0.29375,32.0,351
650559,Bryan De La Cruz,Philadelphia Phillies,R,OF,FA,6,14.2,0.983,0.975,2.48,0.28736842105263155,38.0,352
664702,Myles Straw,Toronto Blue Jays,R,OF,FA,6,14.1,1.013,0.955,2.43,0.33983870967741936,63.0,353
807713,Matt Shaw,Chicago Cubs,R,OF,FA,6,14.1,1.021,0.967,2.39,0.3978125,34.0,354
665966,Carlos Narváez,Baltimore Orioles,R,C,FA,6,14.0,0.979,0.905,2.64,0.18454545454545457,46.0,355
672356,Gabriel Arias,Chicago Cubs,R,3B,FA,6,14.0,1.049,0.954,2.34,0.41625,8.0,356
553869,Elias Díaz,Texas Rangers,R,C,FA,6,14.0,0.884,0.954,2.77,0.3442105263157894,59.0,357
656577,Alex Jackson,Minnesota Twins,R,C,FA,7,14.0,1.053,0.967,1.96,0.5233333333333333,3.0,358
683227,Cody Freeman,Texas Rangers,R,3B,FA,6,14.0,0.868,0.947,2.83,0.3106060606060606,68.0,359
696030,Alejandro Osuna,Texas Rangers,L,OF,FA,6,14.0,0.904,0.95,2.72,0.0,1.0,360
592626,Joc Pederson,Texas Rangers,L,UT,FA,6,13.9,0.886,0.976,2.69,0.3066071428571428,57.0,361
624428,Adam Frazier,Los Angeles Angels,L,2B,FA,7,13.9,1.029,0.943,2.05,0.2664285714285714,31.0,362
664774,LaMonte Wade Jr.,Houston Astros,L,OF,FA,6,13.7,1.005,0.949,2.39,0.20914285714285713,35.0,363
683083,Nasim Nuñez,Washington Nationals,S,2B/SS,FA,5,13.6,0.938,0.969,2.98,0.13310344827586207,61.0,364
679822,Justin Foscue,Texas Rangers,R,2B,FA,6,13.5,0.862,0.971,2.7,0.4146875,64.0,365
823550,Sung-Mun Song,San Diego Padres,L,2B,FA,7,13.3,1.102,0.968,1.78,0.0,13.0,366
806956,Ethan Salas,San Diego Padres,L,C,THALER,7,13.2,0.884,0.95,2.24,0.09352941176470589,17.0,367
676369,Nelson Velázquez,Houston Astros,R,OF,FA,6,13.1,1.018,0.96,2.23,0.2984210526315789,19.0,368
668952,Ryan Kreidler,Minnesota Twins,R,SS/OF,FA,7,12.8,1.027,0.951,1.87,0.24892857142857142,29.0,369
686668,Brenton Doyle,Chicago White Sox,R,OF,FA,7,12.7,0.972,0.962,1.94,0.25125,33.0,370
686780,Pedro Pagés,St. Louis Cardinals,R,C,FA,6,12.7,1.054,0.951,2.11,0.2661904761904762,21.0,371
642086,Dominic Smith,Atlanta Braves,L,UT,FA,6,12.6,0.951,0.946,2.33,0.11214285714285713,14.0,372
690984,Petey Halpin,Cleveland Guardians,L,OF,FA,6,12.5,0.931,0.971,2.3,0.2242222222222222,47.0,373
677588,José Tena,Washington Nationals,L,2B,FA,5,12.1,1.013,0.951,2.51,0.25199999999999995,40.0,374
682177,Daniel Schneemann,Cleveland Guardians,L,3B/OF,FA,6,12.1,0.959,0.944,2.23,0.14666666666666667,6.0,375
682668,Luisangel Acuña,Chicago White Sox,R,SS/OF,FA,7,11.8,0.957,0.966,1.82,0.219375,16.0,376
645302,Victor Robles,Seattle Mariners,R,OF,FA,6,11.8,1.14,0.97,1.78,0.26818181818181813,13.0,377
602104,Ramón Urías,St. Louis Cardinals,R,3B,FA,6,11.0,0.965,0.944,2.01,0.2478125,32.0,378
665561,Rafael Marchán,Philadelphia Phillies,S,C,FA,6,11.0,0.767,0.929,2.58,0.0,3.0,379
670032,Nicky Lopez,Texas Rangers,L,2B/SS,FA,6,10.8,0.922,0.928,2.1,0.3053846153846154,29.0,380
676914,Davis Schneider,Toronto Blue Jays,R,OF,FA,6,10.8,0.979,0.938,1.97,0.0,1.0,381
686475,Tyler Tolbert,Kansas City Royals,R,SS/OF,FA,6,10.7,0.974,1.015,1.81,0.28911764705882353,34.0,382
681807,David Fry,Cleveland Guardians,R,OF,FA,6,10.4,1.005,0.925,1.86,0.3654545454545454,22.0,383
656537,Derek Hill,Philadelphia Phillies,R,OF,FA,6,10.3,1.018,0.999,1.69,0.39733333333333337,30.0,384
663330,Jahmai Jones,Boston Red Sox,R,UT,FA,6,10.2,0.954,0.968,1.85,0.4325,28.0,385
645305,Ali Sánchez,New York Yankees,R,C,FA,6,9.9,1.043,0.947,1.67,0.12571428571428572,15.0,386
672016,Denzel Clarke,Athletics,R,OF,FA,6,9.8,0.857,0.937,2.04,0.16142857142857142,14.0,387
669397,Nick Allen,Houston Astros,R,2B/SS,FA,6,9.7,1.055,0.94,1.63,0.4270370370370371,28.0,388
687749,Jase Bowen,San Diego Padres,R,OF,FA,7,7.6,1.11,0.96,1.01,0.21066666666666667,16.0,389
687363,Victor Scott II,St. Louis Cardinals,L,OF,FA,6,7.2,0.961,0.95,1.31,0.22,4.0,390
678489,Jorge Barrosa,Houston Astros,S,OF,FA,6,6.2,1.018,0.936,1.09,0.29333333333333333,3.0,391
